cohort,cohort_label,feature,n_rows,input_nonmissing_n,input_nonmissing_percent,python_range_rejected_n,accepted_nonmissing_n,missing_after_preprocessing_n,missing_after_preprocessing_percent,clean_range_violation_n,quantile_basis,quantile_sample_n,upstream_filtering,minimum,q01,q25,median,q75,q99,maximum
sicdb_external,SICdb,hr_min6,50054,49750,99.39265593159388,6,49744,310,0.6193311223878212,6,exact accepted values for extrema and quantiles,49744,counts start at the harmonized model-input table; common Python ranges were rechecked,28.202700000000004,44.74932754516602,65.60523414611816,76.0625991821289,87.79086303710938,116.52033233642578,154.508
sicdb_external,SICdb,hr_max6,50054,49750,99.39265593159388,1,49749,305,0.6093419107364046,1,exact accepted values for extrema and quantiles,49749,counts start at the harmonized model-input table; common Python ranges were rechecked,32.3,52.86813659667969,75.40003204345703,87.07219696044922,99.50556945800781,131.51333618164062,168.883
sicdb_external,SICdb,sbp_last,50054,49689,99.2707875494466,0,49689,365,0.7292124505534023,0,exact accepted values for extrema and quantiles,49689,counts start at the harmonized model-input table; common Python ranges were rechecked,33.7333,77.94637054443359,103.31700134277344,116.71700286865234,133.0330047607422,174.26747802734377,231.5
sicdb_external,SICdb,sbp_mean6,50054,49689,99.2707875494466,0,49689,365,0.7292124505534023,0,exact accepted values for extrema and quantiles,49689,counts start at the harmonized model-input table; common Python ranges were rechecked,34.963883333333335,81.5128189086914,104.90778350830078,117.38066864013672,132.26133728027344,169.71462585449225,217.714
sicdb_external,SICdb,sbp_min6,50054,49689,99.2707875494466,1,49688,366,0.7312102928836857,1,exact accepted values for extrema and quantiles,49688,counts start at the harmonized model-input table; common Python ranges were rechecked,33.7333,72.33899688720703,95.0,106.4000015258789,120.83500099182129,159.68299865722656,207.5
sicdb_external,SICdb,sbp_max6,50054,49689,99.2707875494466,0,49689,365,0.7292124505534023,0,exact accepted values for extrema and quantiles,49689,counts start at the harmonized model-input table; common Python ranges were rechecked,38.5833,87.61669921875,114.01699829101562,128.58299255371094,145.38299560546875,185.95599731445324,242.883
sicdb_external,SICdb,dbp_last,50054,49689,99.2707875494466,0,49689,365,0.7292124505534023,0,exact accepted values for extrema and quantiles,49689,counts start at the harmonized model-input table; common Python ranges were rechecked,16.7333,35.29999923706055,50.016700744628906,57.16669845581055,65.57630157470703,91.16842681884769,194.75
sicdb_external,SICdb,dbp_mean6,50054,49689,99.2707875494466,0,49689,365,0.7292124505534023,0,exact accepted values for extrema and quantiles,49689,counts start at the harmonized model-input table; common Python ranges were rechecked,20.2778,37.17418853759766,51.10428237915039,57.70000076293945,65.31379699707031,88.12283111572268,118.96059166666667
sicdb_external,SICdb,dbp_min6,50054,49689,99.2707875494466,1,49688,366,0.7312102928836857,1,exact accepted values for extrema and quantiles,49688,counts start at the harmonized model-input table; common Python ranges were rechecked,16.7333,31.983299255371094,45.95000076293945,52.0,59.392351150512695,81.5,103.5
sicdb_external,SICdb,dbp_max6,50054,49689,99.2707875494466,4,49685,369,0.7372038198745355,4,exact accepted values for extrema and quantiles,49685,counts start at the harmonized model-input table; common Python ranges were rechecked,21.9167,40.97797149658203,56.13330078125,63.79999923706055,72.38330078125,101.66699981689453,194.75
sicdb_external,SICdb,map_last,50054,49688,99.26878970711631,2,49686,368,0.7352059775442522,2,exact accepted values for extrema and quantiles,49686,counts start at the harmonized model-input table; common Python ranges were rechecked,22.6444,52.400001525878906,68.64409637451172,77.15625,87.25420379638672,115.91699981689453,214.034
sicdb_external,SICdb,map_mean6,50054,49688,99.26878970711631,0,49688,366,0.7312102928836857,0,exact accepted values for extrema and quantiles,49688,counts start at the harmonized model-input table; common Python ranges were rechecked,25.87501666666667,55.4708373260498,69.92073631286621,77.66069030761719,86.83651161193848,112.02571365356445,194.29666666666665
sicdb_external,SICdb,map_min6,50054,49688,99.26878970711631,2,49686,368,0.7352059775442522,2,exact accepted values for extrema and quantiles,49686,counts start at the harmonized model-input table; common Python ranges were rechecked,22.6444,48.779701232910156,63.03329849243164,70.38459777832031,79.13330078125,104.71700286865234,128.967
sicdb_external,SICdb,map_max6,50054,49688,99.26878970711631,7,49681,373,0.7451951891956686,7,exact accepted values for extrema and quantiles,49681,counts start at the harmonized model-input table; common Python ranges were rechecked,28.75,59.68330001831055,76.4666976928711,85.56670379638672,95.9832992553711,128.0466003417962,239.947
sicdb_external,SICdb,rr_last,50054,47820,95.53682023414711,49,47771,2283,4.56107404003676,49,exact accepted values for extrema and quantiles,47771,counts start at the harmonized model-input table; common Python ranges were rechecked,2.25532,7.04164981842041,14.48330020904541,17.5,20.7945499420166,33.31593399047852,56.35
sicdb_external,SICdb,rr_mean6,50054,47820,95.53682023414711,35,47785,2269,4.533104247412794,35,exact accepted values for extrema and quantiles,47785,counts start at the harmonized model-input table; common Python ranges were rechecked,2.769744358333333,7.366276683807373,14.602566719055176,17.449983596801758,20.68199920654297,32.58344635009764,56.35
sicdb_external,SICdb,rr_min6,50054,47820,95.53682023414711,93,47727,2327,4.648979102569225,93,exact accepted values for extrema and quantiles,47727,counts start at the harmonized model-input table; common Python ranges were rechecked,2.10638,6.008349895477295,12.616700172424316,15.600000381469727,18.799999237060547,29.86840057373047,56.35
sicdb_external,SICdb,rr_max6,50054,47820,95.53682023414711,28,47792,2262,4.519119351100811,28,exact accepted values for extrema and quantiles,47792,counts start at the harmonized model-input table; common Python ranges were rechecked,2.25532,8.033333778381348,16.493066787719727,19.399999618530273,22.899999618530273,36.683804016113264,56.35
sicdb_external,SICdb,temp_last,50054,46283,92.4661365725017,2340,43943,6111,12.20881448036121,2340,exact accepted values for extrema and quantiles,43943,counts start at the harmonized model-input table; common Python ranges were rechecked,25.0008,25.979209976196287,36.38349914550781,36.98849868774414,37.43415069580078,38.78987869262696,41.3258
sicdb_external,SICdb,temp_mean6,50054,46283,92.4661365725017,1051,45232,4822,9.633595716626044,1051,exact accepted values for extrema and quantiles,45232,counts start at the harmonized model-input table; common Python ranges were rechecked,25.00375,26.426098079681395,36.08588695526123,36.88094139099121,37.360249519348145,38.65667991638183,40.75691666666668
sicdb_external,SICdb,temp_min6,50054,46283,92.4661365725017,3789,42494,7560,15.103688016941703,3789,exact accepted values for extrema and quantiles,42494,counts start at the harmonized model-input table; common Python ranges were rechecked,25.0008,25.579200744628906,35.775001525878906,36.68109893798828,37.17829895019531,38.32781463623047,40.4353
sicdb_external,SICdb,temp_max6,50054,46283,92.4661365725017,787,45496,4558,9.106165341431254,787,exact accepted values for extrema and quantiles,45496,counts start at the harmonized model-input table; common Python ranges were rechecked,25.0063,29.201954936981203,36.67100143432617,37.1822509765625,37.62302589416504,39.1428243637085,41.3258
sicdb_external,SICdb,spo2_last,50054,49701,99.29476165740999,4,49697,357,0.7132297119111359,4,exact accepted values for extrema and quantiles,49697,counts start at the harmonized model-input table; common Python ranges were rechecked,52.5117,87.66802093505859,94.27330017089844,96.06670379638672,97.67330169677734,100.0,100.0
sicdb_external,SICdb,spo2_mean6,50054,49701,99.29476165740999,0,49701,353,0.7052383425900028,0,exact accepted values for extrema and quantiles,49701,counts start at the harmonized model-input table; common Python ranges were rechecked,60.09661666666667,88.63496398925781,94.50135040283203,96.09991455078125,97.52896881103516,99.91085052490234,100.0
sicdb_external,SICdb,spo2_min6,50054,49701,99.29476165740999,7,49694,360,0.7192232389019858,7,exact accepted values for extrema and quantiles,49694,counts start at the harmonized model-input table; common Python ranges were rechecked,52.5117,84.83329772949219,92.74832344055176,94.60865020751953,96.30000305175781,99.72039703369141,100.0
sicdb_external,SICdb,spo2_max6,50054,49701,99.29476165740999,0,49701,353,0.7052383425900028,0,exact accepted values for extrema and quantiles,49701,counts start at the harmonized model-input table; common Python ranges were rechecked,69.1317,90.96499633789062,95.94000244140625,97.48290252685547,98.86360168457031,100.0,100.0
sicdb_external,SICdb,creatinine_last,50054,38919,77.75402565229552,0,38919,11135,22.24597434770448,0,exact accepted values for extrema and quantiles,38919,counts start at the harmonized model-input table; common Python ranges were rechecked,0.2,0.30000001192092896,0.699999988079071,0.8999999761581421,1.3700000047683716,7.6819998264312455,15.8
sicdb_external,SICdb,sodium_last,50054,48398,96.69157310105086,0,48398,1656,3.308426898949135,0,exact accepted values for extrema and quantiles,48398,counts start at the harmonized model-input table; common Python ranges were rechecked,106.3,120.5,136.1999969482422,139.0,141.60000610351562,151.10000610351562,171.0
sicdb_external,SICdb,potassium_last,50054,49084,98.0620929396252,2,49082,972,1.9419027450353619,2,exact accepted values for extrema and quantiles,49082,counts start at the harmonized model-input table; common Python ranges were rechecked,2.04,3.0999999046325684,3.75,4.0,4.300000190734863,5.610000133514404,8.76
sicdb_external,SICdb,bicarbonate_last,50054,48928,97.75042953610101,6,48922,1132,2.261557517880689,6,exact accepted values for extrema and quantiles,48922,counts start at the harmonized model-input table; common Python ranges were rechecked,5.9,14.399999618530273,22.5,25.0,27.700000762939453,40.400001525878906,59.1
sicdb_external,SICdb,glucose_last,50054,49156,98.2059375874056,3,49153,901,1.800055939585248,3,exact accepted values for extrema and quantiles,49153,counts start at the harmonized model-input table; common Python ranges were rechecked,25.0,69.0,100.0,120.0,144.0,254.0,921.0
sicdb_external,SICdb,bun_last,50054,39164,78.24349702321493,533,38631,11423,22.821352938826067,533,exact accepted values for extrema and quantiles,38631,counts start at the harmonized model-input table; common Python ranges were rechecked,3.0,10.0,27.0,39.0,63.0,177.0,200.0
sicdb_external,SICdb,lactate_last,50054,48947,97.78838854037639,0,48947,1107,2.2116114596236067,0,exact accepted values for extrema and quantiles,48947,counts start at the harmonized model-input table; common Python ranges were rechecked,0.13,0.4699999988079071,0.8899999856948853,1.1699999570846558,1.6100000143051147,4.920000076293945,20.08
sicdb_external,SICdb,ph_last,50054,48154,96.20409957246174,1,48153,1901,3.797898269868542,1,exact accepted values for extrema and quantiles,48153,counts start at the harmonized model-input table; common Python ranges were rechecked,6.885,7.228000164031982,7.38700008392334,7.427999973297119,7.4629998207092285,7.558000087738037,7.685
sicdb_external,SICdb,hemoglobin_last,50054,49193,98.27985775362609,0,49193,861,1.7201422463739162,0,exact accepted values for extrema and quantiles,49193,counts start at the harmonized model-input table; common Python ranges were rechecked,3.1,6.699999809265137,9.199999809265137,10.899999618530273,12.5,16.299999237060547,21.2
sicdb_external,SICdb,hematocrit_last,50054,48993,97.88028928756943,3,48990,1064,2.1257042394214247,3,exact accepted values for extrema and quantiles,48990,counts start at the harmonized model-input table; common Python ranges were rechecked,12.0,20.0,27.0,32.0,37.0,48.0,62.0
sicdb_external,SICdb,wbc_last,50054,39183,78.28145602749031,31,39152,10902,21.780477084748473,31,exact accepted values for extrema and quantiles,39152,counts start at the harmonized model-input table; common Python ranges were rechecked,0.13,1.9700000286102295,7.510000228881836,10.239999771118164,13.920000076293945,32.86000061035156,144.75
